	WT_126_sn scaled	WT_127n_sn scaled	WT_127c_sn scaled	WT_128n_sn scaled	mct1_128c_sn scaled	mct1_129n_sn scaled	mct1_129c_sn scaled	mct1_130n_sn scaled	sit4_130c_sn scaled	sit4_131_sn scaled	sit4_131c_sn scaled	sit4_132n_sn scaled	mct1sit4_132c_sn scaled	mct1sit4_133n_sn scaled	mct1sit4_133c_sn scaled	mct1sit4_134n_sn scaled
BSP1	9.10594	5.63277	4.7761	4.81874	8.41499	6.87986	4.95837	6.36787	3.73791	3.5123	3.54982	3.46053	7.47077	14.8717	5.07609	7.36626
TNA1	8.57651	9.22645	8.1101	11.2603	8.71082	7.74353	7.62963	8.49874	4.18727	5.81969	6.55341	5.22022	3.18269	1.41495	2.83018	1.03547
BCS1	6.42455	10.364	8.68373	9.59764	4.453	7.66921	7.11486	8.17911	4.50487	4.63416	5.03182	6.37113	3.82066	3.63438	4.86621	4.65069
SLM4	8.13167	8.33282	8.1719	6.3794	8.13948	6.76436	7.65804	5.26884	4.35476	4.9506	4.93406	3.92259	6.31544	4.99175	9.47593	2.20834
PTH2	6.65976	8.56365	6.86587	5.43604	8.91542	12.7108	10.4904	10.4172	3.83389	4.8942	4.51601	2.86826	4.14621	5.61328	2.74814	1.32097
TAN1	10.6564	8.71282	11.2696	10.5068	6.90225	2.7688	3.24734	3.26906	5.89758	5.94021	6.02873	6.2108	6.21202	3.23164	7.21423	1.93177
NBP1	5.84556	10.0267	12.7255	14.7304	4.19938	3.94322	4.10644	4.56451	5.22762	7.35428	6.95683	5.80711	5.29721	2.71225	5.10984	1.39313
RCK2	9.98814	9.70911	10.054	9.44353	4.94364	3.2693	5.77559	4.47813	5.29826	6.29192	6.43434	4.89712	5.51905	4.47538	6.71733	2.7052
VBA4	10.3618	8.78899	7.20568	6.7968	11.5588	5.03964	4.17416	2.44497	4.67989	5.20367	4.7013	4.79034	7.34801	4.97812	9.57981	2.34802
TCP1	9.90115	11.6443	10.2249	11.0724	3.0931	2.4768	3.13923	4.03166	5.54167	7.43491	6.09069	5.96989	6.30177	4.09843	5.84665	3.13244
YDL199C	13.1728	9.63508	7.1209	5.42243	11.3558	4.13415	4.00531	2.45987	5.89124	5.6134	4.54136	4.60748	8.98136	4.74816	6.06253	2.24805
HXT7	6.92273	6.50398	7.11192	7.98001	8.63387	8.88582	7.31672	9.79666	3.31294	3.91985	5.2066	4.21582	5.17543	5.30425	6.35424	3.35914
RPS14A	10.8706	8.62768	9.24766	7.77197	7.78912	3.20477	4.85902	2.58592	5.45665	5.48332	6.06103	4.32561	9.04662	5.04833	6.27296	3.34874
YHR192W	9.28664	10.3083	11.2858	8.51683	6.41589	5.89187	6.38785	3.90577	4.95437	6.13521	5.59399	6.31421	4.86039	3.1855	4.67369	2.28364
YGL140C	8.15118	7.99021	7.5811	7.66144	9.29377	7.58766	6.41136	7.3604	5.3472	4.69979	4.24065	4.01757	7.37988	5.01116	5.25138	2.01526
CHS3	11.8783	9.35979	9.18128	8.7498	7.07518	6.37925	5.56367	6.07853	6.37817	5.86971	6.01547	4.56563	4.0684	3.29865	4.01199	1.52622
CWC21	10.1133	7.55978	9.12747	8.44511	16.5718	4.11615	4.05398	4.23732	5.4535	4.70338	5.62334	4.75859	5.95538	2.80041	4.45497	2.02551
RMD8	7.47549	11.0909	9.97564	10.4407	5.52579	4.11686	4.27609	4.19958	5.57353	6.29249	5.13524	5.71431	6.80632	4.2485	6.82066	2.30789
YKL063C	14.2343	8.93321	7.13321	8.78446	6.5803	5.39781	4.12907	6.55768	10.8392	3.99695	3.60441	4.33183	6.73702	2.92712	4.02118	1.79225
PDR17	10.9794	13.8807	10.9244	11.2642	2.74596	1.67613	2.17357	2.61005	6.94363	4.95927	7.31577	8.18908	5.52436	2.80811	6.05094	1.95453
GAS3	9.08219	10.225	11.1521	9.72741	5.50908	6.45909	7.07737	4.28632	4.91803	5.18864	7.50061	5.7974	4.06147	2.95722	4.15755	1.90054
DYN2	9.97107	6.90844	5.83046	7.20033	13.0117	6.62801	5.84142	7.40611	4.48481	4.83911	4.21476	3.86873	5.80181	4.97985	6.67314	2.3402
ATS1	2.40892	6.35258	2.43169	25.2069	5.24203	4.01939	6.62566	5.48167	3.32043	5.60123	6.28474	5.97092	4.6185	4.75154	7.30064	4.3832
COS8	7.06473	7.99382	8.90731	8.89965	6.91849	6.0051	5.16818	6.82561	6.1257	6.19366	3.64303	3.1395	8.36219	5.58845	6.94582	2.21874
OPI3	14.8465	11.1221	10.4075	7.37201	6.65619	4.73176	4.18942	2.3722	11.5716	5.2726	4.20681	4.36107	7.18482	2.41825	2.2441	1.04298
LAC1	5.75226	7.21387	6.06442	6.73602	9.54972	12.1275	6.67787	9.13163	4.99598	3.90474	2.73034	3.32835	8.48532	5.09045	6.09806	2.1135
YDL180W	6.26131	11.6697	11.2998	10.375	2.74184	3.86222	3.60562	2.90862	4.79213	6.92329	5.23808	6.02313	7.95959	6.35029	7.35832	2.63106
BET1	11.7473	6.69026	6.63997	6.00571	10.9685	8.20816	8.59628	5.20649	5.07477	4.30639	4.75949	3.87835	5.31978	3.92974	5.54168	3.12716
YIL067C	10.0434	10.0832	9.48633	11.5701	5.21121	3.75504	3.7532	4.68606	8.48826	5.77733	4.37332	5.23349	5.37587	4.69572	5.29075	2.17667
HIF1	10.2143	7.06312	9.46103	12.7453	8.08036	2.44431	3.79842	3.82189	5.17784	6.65017	5.72102	5.30335	5.79838	3.13581	7.78609	2.79868
PTM1	11.3948	9.51128	9.28782	10.5422	5.85485	4.5171	3.61135	4.95563	8.04363	4.97436	4.99158	5.56279	6.12437	3.65151	4.86638	2.1104
YDR352W	10.7899	9.56261	10.3069	5.65594	7.01573	2.79771	3.98667	1.07442	7.80309	4.66042	4.63786	3.90624	10.4497	4.11767	9.48399	3.75109
FCY2	7.37092	9.52695	11.2267	10.1099	6.60361	4.59217	4.49656	6.35556	6.39799	5.92696	4.71491	5.06378	6.53869	3.44596	5.84455	1.78481
YIP3	9.05613	10.3217	10.1423	12.3123	5.89024	4.68969	4.63516	4.93742	6.00433	7.09113	5.56027	5.51527	4.28956	3.05654	4.828	1.67004
HOC1	13.2306	9.50812	7.68169	8.88063	7.42334	6.11009	4.72303	6.53125	9.37591	4.84486	4.02229	4.45852	5.80933	2.8129	2.94666	1.64077
SCP1	9.18487	11.8163	8.17883	12.6203	7.35758	3.47053	4.17312	4.4169	5.63134	8.14838	5.34256	5.00992	3.96618	3.65291	4.84616	2.18416
RFC3	10.6169	14.16	9.70878	11.1818	8.90196	1.50563	1.72558	1.8797	6.75269	6.47134	6.01809	7.11724	5.29379	2.4494	4.63089	1.5863
OSH6	9.42284	12.0965	11.2259	11.8311	4.06025	3.6592	3.3899	4.01948	5.56932	6.29139	7.0917	6.7753	4.77793	3.53431	3.92102	2.33382
SKN1	8.90996	7.73284	9.06627	8.80462	6.81605	6.85957	5.57076	5.08586	5.77416	5.20471	4.89453	4.04603	7.23671	4.83512	6.25349	2.9093
IGD1	7.93893	7.28649	6.93644	5.75916	5.78081	5.10183	7.65361	6.81998	4.57822	3.6853	4.28437	3.53623	9.36042	7.6617	8.69802	4.9185
YMR310C	18.9124	4.8129	3.34499	3.92539	23.8439	3.23931	3.36437	1.997	9.28555	3.08829	2.45169	3.02452	12.2757	4.32479	2.10916	0
LAG1	6.91951	9.00488	10.3404	10.211	6.64618	5.3813	5.24133	5.99876	5.54841	6.01534	4.52966	4.88627	6.99042	4.28748	6.17308	1.82607
YCR016W	16.0131	8.35107	9.35016	5.61259	16.5063	3.32976	1.95151	2.32988	8.0482	4.96395	4.58137	5.0134	8.18856	1.55384	4.20627	0
CTS2	7.37614	8.29374	8.43091	9.07682	8.11898	7.9314	7.21097	8.6439	4.28736	4.92966	5.11338	4.72269	3.79756	4.86312	4.5946	2.60877
RDH54	10.8626	9.27529	7.50689	11.1607	9.33068	4.06036	3.12057	6.26706	4.49806	6.82081	4.69604	6.25238	3.93982	3.75525	5.21523	3.23829
OCH1	13.6645	10.4239	8.73529	13.0186	4.13266	3.37233	2.67054	3.63374	11.0745	6.11755	4.3302	4.77877	6.52844	2.53813	3.72998	1.25084
TMA10	7.062	6.99571	8.17805	7.29483	8.26823	4.26143	5.92427	5.96371	3.55521	4.67651	4.77261	3.92324	7.64392	6.67685	10.793	4.01043
GBP2	13.4131	6.41479	8.8482	6.15218	17.038	4.34615	4.53165	3.39919	6.28227	4.76421	5.03208	3.88366	5.68995	3.24289	5.28801	1.67372
CALML5	3.81203	8.14389	7.83377	13.374	4.11923	3.59125	6.90326	12.1456	2.58624	5.37426	6.4247	4.62164	3.79826	7.20605	5.63098	4.43488
PPM2	4.30565	11.8929	12.6206	13.3071	2.51851	4.1951	2.96984	7.07014	4.7287	8.05032	5.65154	5.70263	3.73718	4.58379	7.12919	1.5368
SED5	12.8593	10.9066	10.258	9.64615	5.92962	3.74548	4.24516	2.89432	8.79955	5.65245	6.35135	4.21338	7.04134	2.3721	3.52424	1.56093
EOS1	7.10852	10.9134	10.0871	7.20315	5.75696	6.33773	5.53462	5.88773	5.97253	5.59629	4.27558	4.37675	7.97631	5.82665	4.41872	2.72801
YPT31	9.00204	9.19766	8.19742	7.96476	7.78152	7.5843	6.58493	7.0665	5.30152	4.83063	4.93929	4.55654	5.40193	3.89928	5.62621	2.06547
YFR039C	6.26171	8.07901	8.58863	7.89974	10.0482	9.48176	9.85351	10.2735	5.09344	5.152	3.80892	3.55049	3.96163	3.28983	2.83148	1.82612
GUT1	9.73232	7.71677	8.2042	9.06303	4.39336	6.51738	7.53994	6.76261	4.16307	5.48792	5.41702	4.75591	3.47261	4.99459	3.61045	8.16885
VPS62	8.33516	12.1251	11.2326	10.2921	4.53404	3.4075	3.90017	3.27064	6.42742	6.35249	5.40916	5.77709	7.01168	3.54478	6.4603	1.91974
HFI1	20.734	6.9111	2.88155	2.60789	36.786	2.31779	1.14621	2.03155	9.37284	3.06833	2.85209	3.60528	5.68351	0	0	0.00184281
MSB1	12.036	10.1275	9.51025	8.81515	10.6314	5.08087	3.85237	3.98229	5.5791	5.90677	5.55131	6.04934	3.99458	3.01036	3.21922	2.65348
CDH1	10.1159	10.2615	10.0156	9.15604	8.09552	3.17507	2.51224	2.40455	4.61186	6.6135	5.44111	5.87931	7.8303	3.90461	6.67479	3.30811
CGI121	7.93066	9.24087	11.0562	12.2022	5.97641	3.96917	4.54887	4.50882	5.24851	6.1191	5.64312	6.0155	5.62275	3.55846	6.5638	1.79559
YDR319C	10.5824	9.9276	7.40588	12.0544	6.67335	6.10514	4.41313	2.91143	6.87022	6.65619	4.40793	4.82683	7.72088	2.65912	4.25685	2.52857
STE24	8.07576	10.0749	9.46623	10.1199	6.54509	5.71491	5.18758	5.6455	6.54834	5.55173	4.31606	5.04757	6.88904	3.57946	5.14697	2.09098
PIB2	9.7389	10.1205	9.12034	6.87092	9.20204	5.61724	5.47811	4.72411	4.56025	4.61456	6.39034	4.82562	5.26738	4.52324	6.19106	2.7554
VPS13	8.21632	10.4091	11.8437	9.51528	6.00474	4.4595	5.17323	5.56701	4.7555	7.14007	6.13551	4.6699	4.71835	3.8845	5.02682	2.48051
SSO2	9.45904	6.04717	7.46971	5.45368	12.3694	7.30841	10.5922	6.2121	3.73744	4.22501	5.11451	3.05315	4.36656	5.15699	4.39735	5.03725
EIS1	15.349	3.91886	3.61463	3.37728	22.8795	7.56956	5.17971	5.05437	5.08226	3.28469	3.79989	2.71465	6.30546	4.62967	3.80543	3.43499
ARE1	8.26347	4.85523	5.12439	3.23815	17.8266	12.5752	8.75107	8.10474	3.77228	3.1986	2.72379	2.47815	5.37344	5.40777	4.32511	3.98203
FAR7	7.88643	7.36696	8.63695	5.78545	9.48243	8.67278	7.25613	10.9094	3.90709	4.70303	4.46529	3.71362	3.78872	6.37943	3.91332	3.13301
YBL086C	9.78891	5.94141	5.55889	6.18526	12.0568	10.7827	7.96314	9.93783	4.14146	3.92583	3.75719	3.71437	4.62062	5.09038	3.54124	2.99401
NOP16	11.6786	8.17214	6.00717	5.13727	29.9444	4.72645	3.7275	4.15464	6.44635	3.59019	3.61667	3.86498	3.95052	1.47358	2.79408	0.715466
PEX1	12.7106	11.4538	8.04743	9.88851	9.17805	2.98816	3.47942	3.20193	6.44101	7.34521	5.47869	4.51589	5.31132	3.87725	3.63668	2.44604
ATG2	12.8497	13.546	9.56045	13.9215	2.98074	1.83895	2.40177	2.161	7.04333	8.26397	6.19753	6.65005	4.05663	2.78535	3.77307	1.96996
GLO3	9.60345	9.47241	9.60747	7.82735	6.85547	3.65979	5.1174	4.43342	4.73328	5.57007	5.29836	4.99894	6.23826	5.78055	7.14063	3.66315
ASC1	14.5489	7.30949	8.70473	6.2147	8.71228	2.88583	5.08114	3.09103	7.10091	4.78963	5.13496	3.71824	9.08434	4.53499	6.24232	2.8465
MNN2	16.7592	8.48548	6.98777	9.23119	6.60123	5.58067	4.47703	5.36407	11.4333	4.01787	3.47398	4.45499	6.12098	2.54436	2.94913	1.51876
FAR8	10.2666	5.78265	3.52268	2.86113	16.3956	14.3799	11.2379	7.11321	3.28842	3.60104	3.35593	2.39999	3.83091	6.49077	3.22806	2.24519
EBP2	16.1907	6.10098	6.12649	3.4699	29.8125	2.53621	2.60699	1.91447	8.46122	3.13538	3.88629	2.47001	9.1342	1.36249	2.01143	0.78073
POP4	6.81779	4.42384	8.16387	8.90628	17.5937	1.35335	3.02214	3.16177	4.91106	3.76464	3.87505	3.38068	9.31056	2.76171	7.46032	11.0932
SYP1	9.05085	8.77275	8.60661	7.99749	7.29008	4.93687	7.91169	5.92462	3.59456	5.38106	5.91519	4.47805	4.48668	6.41653	5.17172	4.06525
PEX14	10.9202	7.4047	5.84443	5.63564	11.454	12.2198	8.46216	7.48728	6.19735	3.80545	3.83971	2.92421	5.02989	4.40269	2.47194	1.90053
CDC11	12.1424	4.55083	4.33818	3.91515	17.7917	9.3962	7.09816	9.91333	4.6039	3.44105	3.60071	2.3776	4.96061	5.75638	3.2603	2.85351
SNF3	8.34764	7.18318	8.422	7.87442	7.4322	8.11755	6.72958	8.58939	3.89806	3.87605	5.56619	4.54599	4.73924	6.03433	4.9282	3.71599
VMA3	7.76323	11.795	10.8982	10.5386	4.19845	4.396	4.63717	3.45249	5.36749	6.39458	5.1048	6.13684	6.75843	4.73232	4.83747	2.98885
NPP1	9.57317	7.78117	8.07218	11.1766	7.10632	6.7297	6.57141	6.91322	7.30561	4.54578	3.96457	4.69627	5.17615	3.50168	4.12609	2.76008
YLR065C	7.34093	9.43952	9.62437	11.823	6.29836	5.72105	5.84926	6.03932	6.46882	5.68759	4.26727	4.97087	6.49605	3.09463	5.16483	1.71411
VPS24	7.74008	12.7951	11.0243	14.97	3.36924	1.65662	2.33425	2.50794	6.39901	7.69925	5.07377	6.8258	6.66971	3.59897	5.46572	1.87024
PIB1	7.32451	9.76101	10.9815	9.42707	5.28723	5.05882	5.50854	5.24667	3.59365	5.38928	6.6176	5.33388	5.22582	4.63924	7.23794	3.36727
ENA5	8.1205	5.4154	6.64962	6.0947	14.8498	10.7228	11.861	11.5317	3.95059	3.65155	3.95257	3.11349	3.16657	2.54323	2.71504	1.66145
RPS31	10.9807	8.53136	10.4233	7.34034	7.95202	2.73986	4.86384	2.7522	5.23303	5.43556	5.85587	4.27507	8.63569	5.10605	7.28263	2.59249
YOP1	7.89038	8.06558	6.72892	6.19043	10.5571	9.97411	7.40909	9.62572	5.22359	4.27157	3.66276	2.94771	6.45903	5.23128	3.59768	2.16504
ELM1	11.7268	13.7919	12.4828	9.39015	4.60157	2.43201	2.83482	2.44225	6.16386	7.91241	6.87369	5.46664	5.31502	2.44297	4.26187	1.86129
UBX3	8.55696	10.3786	10.2107	9.92299	5.78443	4.79277	4.92247	5.12032	5.41633	6.66972	4.92652	4.75715	6.22889	4.22358	5.30008	2.7885
IML1	9.90135	9.88617	9.30607	9.50697	6.34403	2.71141	3.26998	3.08742	4.45714	5.69675	5.97473	5.37662	6.61047	5.09765	9.91966	2.85359
CCT7	10.0771	10.9567	10.2666	11.2129	4.29079	1.935	3.85408	2.82605	5.56559	7.08695	6.05924	4.96099	6.71821	4.69285	6.69414	2.80276
BZZ1	14.6186	9.37124	7.59803	7.69746	8.20623	3.6859	4.48487	4.99837	4.54112	5.59801	6.25545	5.4722	4.19267	4.51115	5.78436	2.98439
YDR387C	3.81969	5.85299	5.25305	4.306	6.83522	13.6218	12.0307	10.3102	2.96676	2.72029	2.49079	2.5235	3.78539	8.53702	3.23962	11.707
SMF3	7.1004	11.3058	9.60009	10.7077	4.22104	3.19323	3.95956	3.46661	5.44464	6.25276	4.52869	5.29469	9.26991	5.12221	8.08298	2.44968
DNF3	10.9391	10.1937	9.15788	9.32261	6.6767	5.80473	4.82798	5.78228	6.34591	5.29927	5.63649	4.71915	5.01259	3.80912	4.30952	2.16297
CSG2	8.88354	10.981	10.9724	13.3623	5.10484	4.00677	3.51666	4.68485	7.11631	6.37214	5.1348	5.9232	5.29172	2.50021	4.78894	1.36033
ERG27	9.02351	11.1866	10.7967	11.2016	6.45657	5.27042	4.49587	5.23056	7.11313	6.37539	4.67304	5.26219	4.92541	2.5729	4.11435	1.30175
SIP5	10.0518	11.8746	13.1277	10.6381	3.76862	1.49054	2.12901	1.76059	7.10151	5.36459	6.62255	6.26296	7.2866	3.42666	7.04127	2.05284
EGD1	9.29585	8.41822	9.67774	8.02575	7.43155	3.11545	5.7368	3.55473	4.54377	5.415	5.0586	4.617	8.4077	5.52748	8.21877	2.95558
SGF73	19.031	5.71235	5.72443	5.47205	23.2791	3.26991	2.4578	2.68087	8.09712	4.78823	3.32281	3.68686	6.21849	1.61362	3.74766	0.897758
HRK1	10.3402	14.361	11.7052	11.021	3.641	1.61225	2.12358	2.33131	6.08911	6.42581	5.93433	7.78969	5.84844	3.28897	5.71859	1.76951
NHA1	10.1929	7.90062	9.33073	6.88712	9.18807	4.94993	7.54485	6.0155	5.64055	5.09905	4.47972	3.75579	6.71109	4.65989	5.34436	2.29984
MKS1	8.16841	8.71624	8.90386	11.8727	7.04765	2.89389	5.66148	3.85742	4.39866	5.04723	4.29476	7.08426	6.80087	4.60112	7.38516	3.2663
ZRC1	7.1735	12.2094	12.0027	7.89074	4.23063	3.5753	4.98559	2.63718	5.76531	6.38697	4.69543	4.85983	10.1575	5.03171	5.8877	2.51053
ROT1	9.97742	9.04892	8.50005	10.2254	7.50778	6.96551	5.58303	7.55599	7.12671	4.69814	4.65797	4.37583	4.67708	3.99698	3.7787	1.32454
RGI1	7.38775	6.90304	9.49088	7.53928	3.34106	2.47668	4.09921	3.0903	3.18674	4.57924	5.36428	4.17471	9.4748	9.13842	13.4579	6.29576
PEX13	9.78543	8.82234	7.71171	7.3758	8.10697	8.81022	6.35283	8.9113	5.32273	4.36856	4.46169	4.45782	4.60935	4.73603	3.46691	2.70031
CUE3	10.986	7.24373	8.69348	5.95061	8.23496	5.32763	7.36634	5.67425	4.70615	4.77321	5.47606	3.16793	5.63322	5.57795	7.6252	3.56332
RHO3	10.5243	7.33341	7.61584	7.02386	10.0008	6.94886	6.75429	7.09293	5.09073	4.27917	4.87489	3.66172	5.86718	5.10232	4.57935	3.25034
YIP5	12.465	9.33834	7.39124	11.6765	5.58122	4.23619	4.12129	4.15387	7.14562	5.26126	4.9211	5.18598	7.43433	3.39087	5.96454	1.7326
POL12	12.8463	12.0412	7.4869	6.41741	17.5441	2.83751	3.34065	3.35007	5.35073	5.30807	4.62198	6.07394	4.81759	2.57123	4.05816	1.33418
YND1	14.393	9.70541	8.18747	10.3645	4.13798	2.23913	2.84472	3.88418	8.59829	5.59243	4.14277	5.14355	6.43083	4.55423	5.66105	4.12051
MSP1	7.26567	9.87664	9.74903	8.08261	5.17715	8.01614	8.26082	9.09667	4.34911	5.28262	5.23548	4.36995	3.25451	5.30332	3.99272	2.68757
TKL1	9.35301	7.46594	10.1904	8.1208	5.71804	5.19032	7.79451	5.20255	4.90387	4.88149	5.00259	4.53192	5.64399	6.12481	7.08811	2.78763
RTT103	9.94338	18.4355	11.9782	15.2064	2.93086	0.580589	0.638855	0.822061	7.07413	8.0328	6.13478	9.28983	3.48073	1.23653	3.35677	0.858612
SPN1	9.63641	13.0245	10.0216	11.4129	9.71906	2.5195	2.87517	3.32388	5.53629	6.68354	6.4556	5.53489	4.32379	2.98671	4.21987	1.72631
YBR220C	12.1629	11.2185	8.85654	12.3309	5.00703	4.47018	3.6626	4.48692	7.35399	6.1082	5.23821	5.76941	4.9548	3.13156	2.96198	2.28625
PMR1	16.6345	10.1097	7.53582	7.29035	6.17254	4.82951	4.2633	3.73936	10.6322	4.70815	4.13471	3.32796	8.33819	3.45365	3.55843	1.27164
SNF7	7.09694	11.3162	9.87241	13.4042	3.88409	3.23598	4.21778	4.29628	5.21158	7.09721	4.6432	5.91069	6.23993	4.47501	6.13586	2.96265
PEX17	10.332	8.17529	6.9776	7.588	10.183	9.48948	7.21455	8.04925	6.04011	4.00892	4.4886	3.59872	4.76558	3.98795	2.74372	2.35716
STE13	13.6311	8.97162	8.46218	8.63586	6.65363	5.99939	4.37309	5.08942	8.51148	4.46887	4.59058	4.16531	6.95954	3.61408	3.42684	2.44701
PMT2	7.89856	10.305	10.345	10.3762	6.50586	5.70857	5.11996	5.87508	6.58187	5.65264	4.41146	4.65966	6.33488	3.55349	4.64073	2.03099
STV1	8.3754	9.18415	8.54056	9.86743	6.0261	5.26531	4.12371	8.52559	5.83295	4.86217	4.40232	4.58293	6.022	5.14838	5.16421	4.07679
GLE2	9.68661	15.0471	7.43943	5.73542	13.6733	6.89629	3.67051	2.61466	3.27632	5.90364	5.25893	6.2804	5.31921	3.11633	4.84547	1.23627
MGS1	9.99593	9.92915	6.84172	6.52978	19.3494	3.07775	3.68905	4.01316	5.65611	4.97245	4.45246	3.11661	6.02726	4.21525	6.46283	1.6711
PBP2	14.2465	10.371	8.02165	11.3728	10.0097	6.10284	4.53649	4.93525	5.23533	7.15607	6.59571	5.05537	2.04181	1.63705	2.09561	0.586939
RIX7	10.1842	11.0203	8.54375	10.104	9.80053	3.22738	3.71347	3.4004	6.28158	5.83295	4.85864	4.7943	6.19915	4.0726	5.10088	2.86591
PIS1	7.65129	9.77072	8.90591	10.5167	6.32537	5.57471	4.93055	5.85686	6.00374	5.3107	4.10566	4.69992	7.98868	4.2622	5.9035	2.19353
SLI1	8.26722	11.4157	11.1209	9.02762	5.2114	5.6638	5.27221	5.32623	5.52254	5.04248	5.28275	5.88925	5.27781	3.7348	4.96728	2.97808
HAL5	10.557	12.4982	9.54431	10.6629	5.73712	2.3113	3.37029	3.72032	5.4241	6.42145	5.68861	6.05071	5.2803	4.707	5.49963	2.52672
RFC4	12.7421	12.2513	9.09783	9.11273	12.2346	2.27827	2.37454	2.47641	6.69673	5.9107	5.83581	5.04749	6.14613	2.64827	3.57812	1.56887
ISF1	10.3533	10.0049	8.56618	7.50537	9.65981	3.95502	7.19802	2.36324	4.08641	6.68713	6.07605	2.95409	7.25124	5.72596	4.58235	3.03087
SSH1	7.91693	9.36803	8.954	11.0314	6.91883	5.538	4.96308	6.30331	6.55748	5.10514	4.09989	4.49724	7.09884	3.63796	5.4907	2.51919
NUM1	12.7353	4.49051	3.73085	3.81265	16.6129	15.1802	9.55134	7.13012	3.72581	3.56389	3.56487	2.60164	3.26092	5.4265	2.28686	2.32562
KEL2	7.25032	4.57626	5.82669	4.52793	15.2838	9.77982	10.731	10.6912	2.16797	3.33216	3.93344	2.60628	3.85537	7.55772	3.84499	4.03511
GOS1	16.0437	11.4585	8.60494	10.5967	5.67114	3.53746	3.36325	2.93159	7.5258	5.94821	5.4682	6.3829	4.67373	2.75963	3.48995	1.54426
YPK9	8.09452	12.5048	11.9396	11.1465	3.87216	3.00197	3.24078	3.15063	5.68337	6.70066	5.28798	5.96776	6.76478	3.90846	6.39743	2.33861
SNA4	8.48916	8.22098	7.44355	6.80098	10.1938	6.75525	7.10693	5.57636	3.72517	4.97586	4.13773	3.90985	7.13507	5.94182	6.53963	3.04784
SIC1	9.69848	7.58167	11.3247	10.1308	4.23686	3.0233	4.75318	3.85313	4.98105	5.85589	4.77248	5.33432	9.18137	3.70985	7.28806	4.27485
MPS3	6.23272	12.3114	12.5845	10.2582	4.96899	4.93795	4.9719	5.42611	5.52462	6.49799	5.06185	5.28637	5.52252	3.43934	4.72439	2.25123
NUS1	8.16348	10.3386	9.82628	8.99117	7.50441	6.51609	5.26545	5.7245	5.98501	5.59588	4.13276	4.45689	6.59767	4.02538	4.57814	2.29827
MRL1	8.09308	11.6006	10.3737	11.7274	4.14129	2.74175	3.74296	2.42146	5.83497	6.53136	4.90803	5.28223	8.90461	4.07142	7.79445	1.83058
LPP1	15.1832	11.2103	9.17606	13.9624	3.5036	2.53566	1.94465	2.6488	11.2944	6.07782	4.41515	4.94331	6.66025	2.14901	3.37161	0.923678
SCS2	12.5422	7.35875	4.33017	3.4045	14.8313	12.6434	9.28013	5.3472	5.01668	4.01806	3.35225	2.51838	5.1132	5.26256	3.17522	1.80604
NCP1	9.81352	9.8639	8.70821	6.295	9.14963	6.2866	6.15954	5.53701	6.93202	4.63401	4.04073	3.09743	8.27264	4.44349	3.87177	2.89452
LAS17	12.1796	8.39559	8.45778	8.94963	8.05346	4.6621	4.1902	6.00661	3.67218	5.07009	6.5226	5.19777	3.82262	5.06353	6.98853	2.76768
MON1	10.751	11.1003	11.389	9.01037	5.18865	2.02869	2.84929	2.50296	5.32394	5.61266	5.8232	5.92633	7.78267	4.15619	7.98956	2.5652
MYO1	11.1541	6.15394	5.72905	6.37597	12.8053	9.62183	7.63496	8.56868	3.42593	4.56943	3.90801	3.87927	4.70254	5.12943	4.01839	2.32315
MNN9	12.0857	9.99227	8.97845	9.28912	7.01144	6.24196	4.8503	5.82706	8.5812	4.85898	4.10452	4.10156	6.048	3.14998	3.24996	1.62955
NUR1	7.35277	11.6059	11.0772	9.8824	5.98133	4.20508	4.21166	4.63261	4.91271	6.55332	4.66486	5.24693	7.16011	3.84385	6.88187	1.78742
ALE1	11.5886	7.43337	6.61206	7.0937	12.277	7.36867	5.70791	6.39523	6.02901	4.4256	3.59308	3.46928	7.77124	3.91819	4.46145	1.85563
LAS21	6.79834	10.2281	10.7948	11.207	6.00468	5.10949	4.94685	6.04719	5.40031	5.87397	4.48285	5.12868	5.8832	3.95518	6.52705	1.61235
KOG1	9.06433	10.3012	10.3518	9.92291	6.78244	4.47935	5.26926	4.19027	5.14181	5.45559	5.17229	5.42777	5.16164	4.33727	6.68157	2.26054
SUR1	14.227	11.9221	11.6629	9.70533	4.90032	4.05297	3.15385	3.25466	10.1494	5.36761	4.87943	5.01299	4.65937	2.48928	3.38096	1.18181
PDR5	4.89539	3.6651	4.08325	4.75237	23.3198	14.5275	11.3556	19.0912	2.19031	2.0385	2.89721	2.17536	1.32273	1.22965	1.71614	0.739928
UTP11	16.2783	4.05181	4.59604	4.41359	26.1785	7.31609	4.10869	6.17637	5.75826	2.24162	4.04679	3.63276	6.6191	1.71512	2.867	0
YBR197C	7.92683	9.7998	8.9396	8.54491	8.99196	6.84708	6.28791	9.05089	4.41826	5.11483	4.79199	4.49038	3.62565	4.36191	4.42552	2.38248
BNI4	9.80845	11.4274	10.8389	10.6027	5.83733	2.85225	4.1458	5.32296	5.16131	4.5604	6.84515	6.225	3.96344	4.4582	5.02356	2.92715
VAC7	5.94352	10.7748	10.677	13.4412	4.23244	3.74256	4.78835	3.49457	3.79498	5.51436	6.52153	5.96316	5.55377	4.76732	8.94132	1.8491
VPS30	7.85938	9.55631	9.84116	7.87302	6.44785	5.41283	6.09598	5.21382	4.26422	4.89722	5.4936	4.08761	6.55063	5.3678	8.30449	2.73407
